0:(11,6),(29,9),(9,0),(11,16),(3,26),(23,1),(19,21),(24,0),(29,10),(1,12),(31,30),(21,20),(0,17),(13,6),(11,26),(8,28),(29,14),(31,0),(22,13),(22,15),(22,10),(6,15),(27,24),(23,4),(19,13),(21,16),(15,11),(31,13),(24,15),(31,31),(31,28),(12,5),(2,12),(17,11),(9,15),(19,18),(25,20),(13,14),(17,8),(22,31),(5,23),(27,17),(2,6),(25,4),(24,22),(24,31),(10,7),(18,26),(26,20),(16,1),(25,24),(20,18),(16,27),(2,0),(9,21),(11,21),(8,1),(30,10),(22,20),(4,9),(15,17),(27,27),(26,22),(16,28),(11,23),(20,13),(11,20),(13,27),(1,31),(27,21),(24,20),(23,10),(31,9),(29,7),(8,3),(13,15),(18,5),(31,27),(3,17),(19,19),(30,5),(12,11),(31,3),(8,12),(1,27),(9,14),(6,5),(2,16),(31,23),(2,25),(17,30),(28,11),(11,29),(7,31),(18,29),(10,19),(23,18),(5,31),(15,1),(2,11),(2,26),(30,1),(20,28),(24,17),(26,16),(31,7),(15,31),(2,13),(18,23),(28,3),(16,25),(19,12),(10,9),(3,1),(14,1),(8,21),(0,0),(28,30),(8,10),(26,24),(21,25),(16,29),(8,18),(0,19),(8,8),(3,22),(26,17),(17,19),(11,22),(19,1),(21,31),(16,18),(25,29),(9,26),(19,6),(28,5),(3,4),(12,3),(14,6),(4,31),(17,6),(11,8),(9,30),(5,10),(7,28),(6,7),(4,0),(3,16),(1,22),(10,27),(15,16),(1,24),(29,2),(18,9),(29,4),(19,29),(28,24),(31,4),(18,25),(30,24),(16,3),(4,13),(31,6),(21,30),(26,28),(0,7),(13,31),(7,19),(17,22),(14,31),(31,29),(27,28),(31,19),(28,0),(10,8),(17,23),(24,25),(11,0),(26,4),(22,0),(8,31),(2,27),(28,20),(16,19),(9,1),(23,6),(1,30),(28,7),(15,22),(24,9),(21,21),(3,11),(31,10),(11,9),(1,29),(30,27),(3,14),(29,25),(10,21),(24,24),
1:(11,7),(28,9),(9,1),(12,16),(4,26),(23,2),(19,20),(24,1),(28,10),(1,13),(31,29),(20,20),(1,17),(12,6),(11,25),(9,28),(29,15),(30,0),(23,13),(21,15),(22,11),(6,16),(26,24),(22,4),(18,13),(21,17),(16,11),(31,14),(23,15),(31,30),(31,27),(13,5),(2,13),(18,11),(10,15),(18,18),(25,21),(13,13),(16,8),(21,31),(5,22),(27,16),(2,7),(25,5),(24,23),(24,30),(10,6),(18,25),(27,20),(16,2),(24,24),(20,19),(15,27),(3,0),(9,20),(11,20),(8,1),(29,10),(22,21),(5,9),(16,17),(27,26),(27,22),(16,27),(11,24),(20,14),(11,19),(12,27),(2,31),(26,21),(24,21),(22,10),(30,9),(28,7),(8,4),(13,16),(18,6),(30,27),(3,16),(18,19),(29,5),(12,12),(31,4),(9,12),(2,27),(9,15),(5,5),(2,17),(31,22),(3,25),(18,30),(28,12),(11,28),(7,30),(18,28),(10,18),(24,18),(6,31),(16,1),(3,11),(2,25),(29,1),(20,27),(23,17),(25,16),(30,7),(14,31),(3,13),(17,23),(27,3),(15,25),(18,12),(10,8),(3,2),(13,1),(8,20),(0,1),(28,29),(9,10),(26,25),(22,25),(16,28),(8,17),(1,19),(7,8),(4,22),(26,16),(17,19),(11,23),(20,1),(21,30),(16,19),(24,29),(9,25),(19,5),(27,5),(3,3),(11,3),(14,7),(5,31),(16,6),(11,9),(10,30),(6,10),(8,28),(7,7),(5,0),(4,16),(2,22),(11,27),(15,17),(2,24),(28,2),(18,8),(28,4),(18,29),(29,24),(31,5),(17,25),(30,23),(17,3),(5,13),(31,7),(22,30),(26,27),(1,7),(13,30),(7,18),(17,21),(14,30),(31,28),(26,28),(31,20),(27,0),(11,8),(16,23),(23,25),(11,1),(25,4),(22,1),(7,31),(3,27),(28,21),(15,19),(9,2),(22,6),(2,30),(28,8),(16,22),(24,10),(21,20),(4,11),(30,10),(11,10),(2,29),(30,26),(3,15),(28,25),(9,21),(23,24),
2:(11,8),(27,9),(9,2),(12,17),(5,26),(23,3),(19,19),(24,2),(27,10),(2,13),(30,29),(20,21),(2,17),(12,7),(12,25),(9,27),(28,15),(29,0),(24,13),(21,16),(22,12),(6,17),(25,24),(21,4),(17,13),(21,18),(17,11),(30,14),(22,15),(30,30),(30,27),(14,5),(3,13),(19,11),(10,14),(18,17),(24,21),(13,13),(16,7),(21,30),(5,21),(26,16),(3,7),(25,6),(24,22),(23,30),(10,5),(17,25),(28,20),(16,3),(24,23),(20,20),(15,26),(3,1),(9,21),(12,20),(9,1),(28,10),(21,21),(5,10),(16,16),(26,26),(27,21),(16,26),(11,25),(19,14),(11,18),(12,26),(2,30),(25,21),(23,21),(22,9),(30,10),(27,7),(9,4),(12,16),(19,6),(29,27),(3,15),(17,19),(29,6),(12,13),(30,4),(10,12),(3,27),(9,16),(5,6),(3,17),(30,22),(3,24),(18,29),(28,13),(11,27),(8,30),(18,27),(10,17),(25,18),(6,30),(16,2),(3,12),(3,25),(29,2),(20,26),(23,18),(25,17),(30,6),(13,31),(4,13),(16,23),(26,3),(14,25),(17,12),(10,7),(4,2),(13,2),(8,19),(1,1),(27,29),(10,10),(25,25),(22,24),(16,27),(9,17),(2,19),(7,9),(5,22),(25,16),(16,19),(12,23),(20,2),(21,29),(15,19),(23,29),(10,25),(19,4),(27,6),(4,3),(11,4),(13,7),(5,30),(15,6),(11,10),(10,29),(6,11),(8,27),(7,8),(6,0),(5,16),(3,22),(11,26),(16,17),(2,23),(28,3),(17,8),(27,4),(17,29),(29,23),(30,5),(16,25),(30,23),(18,3),(5,14),(31,8),(22,30),(25,27),(2,7),(13,29),(7,17),(18,21),(14,29),(31,27),(25,28),(30,20),(27,1),(11,9),(15,23),(22,25),(11,2),(25,3),(22,2),(7,30),(3,26),(28,22),(14,19),(9,3),(22,7),(3,30),(28,9),(17,22),(23,10),(21,19),(5,11),(29,10),(12,10),(3,29),(30,25),(2,15),(28,24),(8,21),(23,24),
3:(10,8),(27,10),(9,3),(13,17),(6,26),(23,4),(19,18),(23,2),(26,10),(2,14),(30,28),(20,22),(3,17),(11,7),(13,25),(9,26),(27,15),(28,0),(24,14),(20,16),(22,13),(7,17),(25,25),(20,4),(17,14),(21,19),(18,11),(29,14),(21,15),(29,30),(30,26),(14,4),(4,13),(19,10),(11,14),(18,17),(23,21),(12,13),(16,6),(21,29),(6,21),(26,15),(4,7),(25,7),(23,22),(22,30),(11,5),(17,24),(28,20),(16,4),(24,22),(19,20),(15,25),(3,2),(10,21),(12,19),(9,2),(28,10),(21,22),(5,11),(17,16),(25,26),(27,20),(16,25),(12,25),(19,15),(10,18),(11,26),(3,30),(25,20),(22,21),(21,9),(29,10),(26,7),(10,4),(12,17),(19,7),(29,26),(3,14),(16,19),(28,6),(12,14),(29,4),(10,11),(3,26),(8,16),(5,7),(3,18),(29,22),(4,24),(19,29),(27,13),(10,27),(9,30),(17,27),(10,16),(25,19),(6,29),(17,2),(4,12),(3,24),(28,2),(20,25),(23,19),(25,18),(29,6),(12,31),(5,13),(15,23),(25,3),(14,24),(16,12),(10,6),(5,2),(13,3),(9,19),(2,1),(27,28),(10,10),(24,25),(22,23),(16,26),(9,16),(2,18),(6,9),(5,21),(24,16),(16,18),(13,23),(21,2),(20,29),(14,19),(23,28),(10,24),(18,4),(26,6),(5,3),(11,4),(13,8),(5,29),(14,6),(12,10),(11,29),(6,12),(9,27),(8,8),(6,1),(5,17),(4,22),(11,25),(17,17),(2,22),(28,4),(17,7),(27,5),(16,29),(29,23),(30,6),(16,24),(30,22),(19,3),(6,14),(30,8),(21,30),(24,27),(3,7),(13,28),(7,16),(18,20),(14,28),(30,27),(24,28),(29,20),(27,2),(11,10),(14,23),(21,25),(11,3),(25,2),(22,3),(6,30),(4,26),(27,22),(14,20),(10,3),(21,7),(3,29),(29,9),(17,21),(22,10),(20,19),(6,11),(29,11),(12,11),(4,29),(30,24),(2,16),(27,24),(7,21),(22,24),
4:(10,9),(27,11),(9,4),(14,17),(7,26),(23,5),(19,17),(22,2),(25,10),(2,15),(30,27),(19,22),(3,16),(10,7),(14,25),(9,25),(27,16),(27,0),(25,14),(20,17),(23,13),(7,18),(24,25),(19,4),(16,14),(21,20),(19,11),(29,13),(21,14),(29,29),(30,25),(14,3),(5,13),(20,10),(10,14),(18,18),(22,21),(12,13),(15,6),(20,29),(7,21),(25,15),(4,8),(25,8),(23,21),(21,30),(12,5),(17,23),(28,21),(16,5),(23,22),(18,20),(15,24),(4,2),(11,21),(13,19),(9,3),(27,10),(20,22),(6,11),(17,15),(24,26),(27,19),(16,24),(13,25),(18,15),(10,17),(11,25),(3,29),(24,20),(21,21),(20,9),(29,11),(25,7),(11,4),(11,17),(20,7),(29,25),(3,13),(16,20),(28,7),(11,14),(29,5),(10,10),(3,25),(7,16),(5,8),(4,18),(28,22),(4,23),(19,28),(26,13),(10,26),(9,31),(17,26),(11,16),(25,18),(6,28),(17,3),(4,13),(3,23),(27,2),(21,25),(23,20),(24,18),(28,6),(12,30),(5,14),(15,23),(25,4),(14,23),(16,13),(11,6),(5,3),(13,4),(10,19),(3,1),(26,28),(11,10),(23,25),(21,23),(16,25),(10,16),(3,18),(6,10),(5,20),(23,16),(16,17),(13,24),(21,3),(19,29),(14,20),(23,27),(10,23),(17,4),(26,7),(6,3),(11,5),(13,9),(5,28),(13,6),(12,11),(12,29),(6,13),(10,27),(9,8),(6,2),(5,18),(5,22),(10,25),(18,17),(2,21),(27,4),(16,7),(26,5),(15,29),(29,22),(30,7),(16,23),(30,22),(20,3),(6,15),(30,9),(21,31),(24,27),(3,8),(13,27),(6,16),(18,19),(13,28),(29,27),(24,28),(28,20),(27,3),(12,10),(13,23),(22,25),(11,2),(24,2),(23,3),(6,29),(5,26),(26,22),(13,20),(11,3),(21,8),(4,29),(29,10),(17,20),(21,10),(19,19),(6,12),(28,11),(12,12),(5,29),(30,23),(2,17),(27,23),(7,20),(22,23),
5:(11,9),(26,11),(10,4),(15,17),(7,25),(23,6),(20,17),(22,3),(25,10),(2,16),(29,27),(18,22),(4,16),(9,7),(15,25),(9,24),(26,16),(27,1),(26,14),(21,17),(23,14),(8,18),(23,25),(18,4),(16,15),(21,20),(19,10),(28,13),(21,13),(28,29),(30,24),(14,2),(5,14),(20,9),(10,13),(18,17),(21,21),(13,13),(14,6),(19,29),(8,21),(25,14),(5,8),(25,9),(22,21),(21,29),(13,5),(17,23),(28,20),(16,6),(23,21),(18,21),(14,24),(5,2),(12,21),(13,18),(8,3),(26,10),(19,22),(6,12),(17,14),(24,25),(27,18),(16,23),(14,25),(17,15),(9,17),(11,24),(4,29),(23,20),(20,21),(19,9),(29,12),(25,6),(12,4),(10,17),(21,7),(28,25),(3,12),(16,21),(28,8),(11,15),(28,5),(10,9),(4,25),(7,17),(5,9),(5,18),(28,21),(4,22),(19,27),(25,13),(10,25),(10,31),(16,26),(12,16),(25,17),(7,28),(18,3),(4,13),(4,23),(27,3),(21,25),(22,20),(23,18),(27,6),(12,29),(5,15),(15,24),(25,5),(13,23),(16,14),(12,6),(5,4),(13,4),(11,19),(4,1),(26,27),(11,11),(22,25),(21,22),(16,24),(11,16),(4,18),(6,11),(6,20),(22,16),(17,17),(13,25),(21,4),(19,28),(13,20),(22,27),(10,22),(16,4),(25,7),(7,3),(11,6),(13,10),(5,27),(13,7),(12,12),(13,29),(5,13),(11,27),(9,9),(6,3),(5,19),(6,22),(11,25),(19,17),(2,20),(27,5),(15,7),(26,6),(14,29),(29,21),(30,8),(15,23),(29,22),(20,2),(7,15),(30,10),(21,30),(23,27),(3,9),(13,26),(6,15),(19,19),(13,27),(29,26),(24,28),(27,20),(26,3),(12,11),(12,23),(22,24),(11,3),(23,2),(24,3),(6,29),(6,26),(26,23),(12,20),(12,3),(21,9),(5,29),(29,11),(18,20),(20,10),(19,20),(6,13),(28,10),(12,13),(5,28),(30,22),(2,18),(27,22),(7,19),(21,23),
6:(11,10),(25,11),(11,4),(15,17),(7,24),(22,6),(21,17),(22,4),(25,9),(2,17),(29,26),(18,23),(4,15),(9,8),(15,24),(9,23),(25,16),(27,2),(27,14),(22,17),(23,15),(9,18),(23,26),(17,4),(16,16),(22,20),(19,9),(27,13),(21,12),(27,29),(29,24),(14,1),(5,15),(20,8),(10,12),(17,17),(20,21),(13,13),(14,6),(18,29),(8,20),(25,13),(5,9),(24,9),(21,21),(20,29),(14,5),(17,23),(29,20),(16,7),(23,20),(17,21),(13,24),(6,2),(13,21),(14,18),(8,4),(25,10),(19,23),(6,12),(17,13),(23,25),(26,18),(16,22),(15,25),(17,16),(9,16),(11,23),(4,28),(23,19),(19,21),(18,9),(29,13),(24,6),(13,4),(10,18),(22,7),(28,24),(3,11),(15,21),(28,9),(10,15),(27,5),(10,8),(5,25),(7,18),(5,10),(5,19),(28,20),(5,22),(19,26),(24,13),(10,24),(11,31),(15,26),(13,16),(25,17),(8,28),(19,3),(5,13),(4,22),(27,4),(22,25),(22,21),(22,18),(26,6),(12,28),(6,15),(14,24),(24,5),(13,22),(15,14),(13,6),(5,5),(13,5),(12,19),(5,1),(25,27),(12,11),(22,24),(20,22),(16,23),(12,16),(4,17),(6,11),(7,20),(21,16),(16,17),(14,25),(21,5),(19,27),(12,20),(21,27),(11,22),(16,4),(25,8),(8,3),(11,7),(12,10),(4,27),(12,7),(12,13),(14,29),(5,14),(11,27),(9,10),(6,4),(5,20),(6,23),(11,25),(19,18),(2,19),(27,6),(14,7),(26,7),(14,30),(29,21),(30,9),(14,23),(28,22),(21,2),(7,16),(29,10),(22,30),(22,27),(3,10),(13,25),(6,14),(20,19),(12,27),(29,25),(24,28),(26,20),(26,4),(12,12),(12,23),(22,23),(10,3),(22,2),(25,3),(6,30),(7,26),(26,24),(11,20),(13,3),(21,10),(6,29),(29,12),(19,20),(19,10),(19,19),(6,13),(28,10),(12,14),(5,27),(29,22),(2,18),(27,21),(7,19),(21,22),
7:(11,11),(24,11),(11,5),(15,17),(7,23),(22,7),(21,16),(21,4),(25,8),(3,17),(29,25),(18,24),(5,15),(8,8),(15,23),(9,22),(24,16),(27,3),(28,14),(21,17),(23,16),(10,18),(23,27),(17,5),(15,16),(22,21),(20,9),(26,13),(21,11),(26,29),(28,24),(15,1),(5,16),(21,8),(10,11),(16,17),(19,21),(13,13),(14,5),(17,29),(8,19),(24,13),(6,9),(25,9),(21,22),(19,29),(15,5),(16,23),(30,20),(15,7),(22,20),(17,22),(12,24),(6,3),(14,21),(14,17),(8,5),(24,10),(18,23),(6,13),(17,12),(23,24),(26,17),(16,21),(16,25),(16,16),(8,16),(11,22),(4,27),(22,19),(18,21),(17,9),(29,14),(23,6),(13,5),(10,19),(22,8),(27,24),(4,11),(15,22),(27,9),(10,16),(27,6),(10,7),(6,25),(7,19),(5,11),(5,20),(27,20),(6,22),(19,25),(23,13),(10,23),(12,31),(15,25),(13,15),(25,16),(8,27),(20,3),(5,13),(5,22),(27,5),(22,24),(21,21),(21,18),(25,6),(11,28),(7,15),(13,24),(23,5),(13,22),(14,14),(14,6),(5,6),(13,6),(12,18),(6,1),(24,27),(12,12),(22,23),(20,21),(16,22),(13,16),(4,16),(6,12),(8,20),(21,15),(16,18),(14,24),(21,6),(19,26),(11,20),(20,27),(12,22),(16,4),(24,8),(9,3),(11,8),(11,10),(3,27),(11,7),(12,14),(14,28),(5,14),(12,27),(9,11),(7,4),(6,20),(6,23),(11,25),(19,19),(2,18),(26,6),(13,7),(25,7),(13,30),(29,20),(29,9),(13,23),(28,21),(21,3),(7,17),(29,11),(23,30),(21,27),(3,11),(14,25),(6,15),(21,19),(12,26),(29,24),(24,28),(26,21),(25,4),(12,13),(11,23),(21,23),(10,3),(21,2),(26,3),(6,29),(8,26),(26,25),(10,20),(14,3),(20,10),(6,28),(29,13),(20,20),(18,10),(18,19),(6,14),(28,10),(11,14),(5,26),(29,21),(3,18),(27,21),(7,20),(20,22),
8:(10,11),(23,11),(11,6),(16,17),(7,23),(22,8),(22,16),(21,5),(25,9),(4,17),(29,24),(17,24),(5,14),(7,8),(16,23),(9,21),(23,16),(26,3),(28,15),(20,17),(23,17),(11,18),(22,27),(17,5),(14,16),(23,21),(20,8),(26,12),(21,10),(26,28),(27,24),(16,1),(6,16),(21,8),(10,10),(17,17),(18,21),(14,13),(13,5),(16,29),(8,18),(23,13),(6,10),(25,10),(20,22),(18,29),(16,5),(16,24),(30,20),(14,7),(21,20),(16,22),(11,24),(7,3),(15,21),(15,17),(8,5),(23,10),(17,23),(6,14),(18,12),(22,24),(26,16),(16,20),(17,25),(15,16),(8,16),(11,21),(4,26),(21,19),(17,21),(16,9),(29,15),(22,6),(13,6),(10,20),(22,9),(26,24),(3,11),(15,23),(27,10),(9,16),(26,6),(11,7),(7,25),(6,19),(4,11),(6,20),(27,19),(7,22),(19,24),(22,13),(10,22),(13,31),(15,24),(12,15),(25,16),(8,26),(21,3),(6,13),(6,22),(26,5),(22,23),(20,21),(20,18),(24,6),(11,27),(7,16),(13,25),(23,6),(12,22),(14,15),(14,5),(5,7),(13,7),(13,18),(7,1),(24,26),(12,13),(21,23),(20,20),(16,21),(13,15),(5,16),(6,12),(9,20),(21,14),(16,18),(14,25),(21,7),(19,25),(11,20),(20,26),(12,21),(16,4),(24,9),(10,3),(11,9),(11,11),(3,26),(11,8),(13,14),(15,28),(5,13),(13,27),(9,12),(7,5),(7,20),(6,23),(11,25),(19,20),(2,17),(25,6),(12,7),(25,8),(12,30),(29,19),(28,9),(12,23),(28,20),(22,3),(7,18),(28,11),(24,30),(20,27),(3,12),(15,25),(7,15),(21,18),(12,25),(29,23),(24,28),(25,21),(25,5),(13,13),(10,23),(21,22),(11,3),(20,2),(26,4),(5,29),(9,26),(26,26),(10,21),(14,4),(19,10),(7,28),(29,14),(20,19),(18,11),(17,19),(6,15),(28,10),(12,14),(6,26),(28,21),(2,18),(27,20),(7,19),(19,22),
9:(10,11),(22,11),(10,6),(16,16),(7,23),(22,9),(22,15),(21,6),(24,9),(5,17),(29,23),(16,24),(5,13),(7,9),(17,23),(9,20),(22,16),(25,3),(28,16),(19,17),(24,17),(11,19),(21,27),(16,5),(14,17),(23,22),(20,8),(25,12),(21,9),(25,28),(26,24),(17,1),(6,17),(22,8),(10,10),(16,17),(17,21),(14,12),(12,5),(15,29),(8,17),(22,13),(6,11),(25,10),(19,22),(17,29),(16,4),(15,24),(30,20),(14,7),(20,20),(15,22),(10,24),(8,3),(16,21),(15,16),(8,5),(23,9),(17,24),(6,15),(19,12),(22,23),(26,15),(17,20),(18,25),(14,16),(8,16),(11,21),(5,26),(21,19),(17,22),(16,8),(29,16),(22,7),(13,7),(10,20),(22,10),(25,24),(3,10),(14,23),(26,10),(9,17),(26,7),(11,6),(7,24),(6,20),(3,11),(7,20),(27,18),(8,22),(19,23),(21,13),(10,21),(14,31),(14,24),(11,15),(25,16),(9,26),(21,4),(6,14),(7,22),(25,5),(21,23),(20,22),(19,18),(23,6),(11,26),(7,17),(13,25),(22,6),(11,22),(14,15),(15,5),(5,8),(13,8),(13,17),(8,1),(24,25),(12,14),(21,22),(20,19),(16,20),(13,14),(5,15),(6,13),(9,19),(20,14),(16,18),(15,25),(21,8),(19,24),(11,20),(20,25),(12,20),(16,3),(24,10),(11,3),(11,10),(11,11),(2,26),(11,9),(14,14),(16,28),(4,13),(14,27),(10,12),(7,6),(8,20),(6,23),(11,25),(19,21),(2,16),(24,6),(12,6),(25,9),(11,30),(29,18),(28,10),(12,22),(27,20),(22,2),(8,18),(28,12),(25,30),(19,27),(3,13),(16,25),(7,16),(21,17),(12,24),(29,22),(24,28),(24,21),(24,5),(14,13),(10,23),(21,21),(11,2),(20,1),(27,4),(4,29),(9,25),(25,26),(9,21),(14,5),(19,11),(8,28),(29,15),(20,18),(18,12),(16,19),(7,15),(29,10),(12,15),(6,26),(27,21),(2,19),(27,19),(7,18),(18,22),
